,title,description,ingredients,instructions,rating_stars,review_count,photo_url,total_time_minutes,url
145,Beer Bread II,Wonderful no-yeast bread.  Excellent with bar-b-ques!,"['3 cups self-rising flour', '2 tablespoons white sugar', '1 (12 fluid ounce) can or bottle beer', '1/2 cup shredded Cheddar cheese', '1/4 cup canned green chile peppers, chopped', '6 tablespoons butter, melted']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x5 inch loaf pan.', 'In a large bowl, stir together flour, sugar, beer, cheese and chilies. Spoon batter into prepared loaf pan; spread batter to evenly fill pan. Pour melted butter on top of loaf.', 'Bake in preheated oven for 50 to 60 minutes, until a toothpick inserted into center of loaf comes out clean.']",4.49,71,http://images.media-allrecipes.com/userphotos/560x315/785416.jpg,70,http://allrecipes.com/Recipe/6808/
146,Garden Herb Loaf,This bread draws raves whenever I make it!  It is a family favorite!,"['4 1/4 cups all-purpose flour', '3 tablespoons white sugar', '2 (.25 ounce) packages instant yeast', '1 1/2 teaspoons salt', '1 teaspoon dried marjoram', '1 teaspoon dried thyme', '1 teaspoon dried rosemary', '3/4 cup milk', '1/2 cup water', '1/4 cup butter', '1 egg', '1 tablespoon butter, melted']","['In large bowl, combine 1 1/2 cups flour, sugar, undissolved yeast, salt, and herbs.', 'Heat milk, water, and 1/4 cup butter until very warm (120-130 degrees F); stir into dry ingredients. Stir in egg and enough remaining flour to make soft dough.', 'Knead on lightly floured surface until smooth and elastic, about 4-6 minutes. Cover; let rest on floured surface 10 minutes.', 'Divide dough into 3 equal pieces. Roll each piece to 30 inch rope. Braid ropes; pinch ends to seal. Tie knot in center of braid; wrap ends around knot, in opposite directions, and tuck under to make round loaf. Place on greased baking sheet. Cover; let rise in warm, draft-free place until doubles in size, about 20 to 40 minutes.', 'Bake at 375 degrees F (190 degrees C) for about 30 to 35 minutes or until done, covering with foil during last 10 minutes of baking to prevent excess browning. Melt remaining butter; brush over loaf. Sprinkle with additional herbs, if desired. Remove from sheet; let cool on wire rack.']",4.71,113,http://images.media-allrecipes.com/userphotos/560x315/17920.jpg,110,http://allrecipes.com/Recipe/6809/
147,Apricot Walnut Loaf,This is a great bread for coffee break. The dough can be made in the bread machine or by hand.,"['1 egg', '3/4 cup water', '1 teaspoon salt', '1 1/2 teaspoons vegetable oil', '1 1/2 tablespoons honey', '1/2 cup rye flour', '2 1/2 cups bread flour', '1 teaspoon orange zest', '1/2 teaspoon ground cardamom', '2 tablespoons nonfat dry milk powder', '1 teaspoon active dry yeast', '2 tablespoons chopped walnuts, toasted', '1/2 cup dried apricots, diced', '1/4 cup apricot preserves']","['Place all ingredients except preserves, walnuts, and apricots into bread machine in the proper order for your machine. Use dough cycle. As the bread kneads, adjust the liquid to flour ratio if needed.', 'At the end of the dough cycle, remove dough and place on floured board. Cover and let rest for 10 minutes.', 'Roll out into a rectangle, brush with apricot preserves, and sprinkle walnuts and apricots on top. Roll up into a loaf, place in greased bread pan, cover, and let rise for 45 minutes.', 'At the end of the rising time, slash down the center, brush with a little beaten egg or egg substitute and milk, and bake in a preheated 375 degrees F (190 degrees C) oven for 25-30 minutes. Remove bread from pan, place on rack, and let cool.']",2.0,1,http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,200,http://allrecipes.com/Recipe/6810/
148,Panettone I,"This traditional Italian Christmas bread is suited for dessert, afternoon tea or breakfast.  Enjoy!","['1 (.25 ounce) package active dry yeast', '1 cup warm water (110 degrees F/45 degrees C)', '1/4 cup white sugar', '2 eggs', '1/2 cup nonfat plain yogurt', '1 teaspoon vanilla extract', '1 tablespoon grated lemon zest', '1/4 teaspoon salt', '4 cups unbleached all-purpose flour', '1/4 cup dried currants', '1/4 cup raisins', ""1 tablespoon confectioners' sugar"", '1 tablespoon butter, melted (optional)']","['In a medium bowl, combine yeast, water and sugar. Cover and let stand 10 minutes, or until foamy. Add eggs, yogurt, vanilla, lemon zest, and salt. Mix well. Stir in flour 1/2 cup at a time until dough forms into a manageable ball. Turn out onto a lightly floured surface and knead for 5 to 10 minutes, adding flour as necessary, until dough is soft and pliable, but not sticky. (May need up to 5 cups flour.) Place dough in a large, lightly pan-sprayed bowl, cover, and let rise in a warm place until doubled, about 1 hour.', ""Preheat oven to 350 degrees F (175 degrees C) and spray a round 8-inch cake pan with non-stick spray. In a small bowl, toss dried fruit with confectioners' sugar. Punch down dough in bowl, transfer to floured surface, and knead in the fruit."", 'Form dough into a ball, place in prepared cake pan, cover loosely with dish towel, and let rise 30 minutes. (Loaf will rise above the pan sides.) Brush with melted butter, if desired. Bake for 45 minutes, or until loaf is golden brown and a toothpick inserted in the center comes out clean. Makes 10 wedges.']",4.35,69,http://images.media-allrecipes.com/userphotos/560x315/1068930.jpg,160,http://allrecipes.com/Recipe/6811/
149,Potato Rosemary Rolls,Potato rosemary rolls are a favorite with all of our friends and family.,"['1 1/8 cups warm water', '2 tablespoons olive oil', '2 tablespoons nonfat dry milk powder', '1/2 cup dry potato flakes', '1 tablespoon white sugar', '1 teaspoon dried rosemary, crushed', '1 teaspoon salt', '3 cups bread flour', '1 1/2 teaspoons bread machine yeast', '1 tablespoon cornmeal', '1 egg, beaten', '2 teaspoons kosher salt']","['Measure and add warm water, olive oil, dry milk, potato flakes, sugar, rosemary, salt, bread flour, and yeast to your bread machine in the order listed by the manufacturer. Select Dough cycle and Start.', 'Divide dough into 12 pieces. Roll each into a 10 inch rope; coil rope and tuck in the end so that it comes up through the middle. Place 2 inches apart on a baking sheet dusted with cornmeal. Cover and let rise for 45 minutes.', 'Brush tops with egg glaze or melted butter, and lightly sprinkle with kosher salt. Bake at 375 degrees F (190 degrees C) for 15 to 20 minutes.']",4.52,74,http://images.media-allrecipes.com/userphotos/560x315/2176.jpg,190,http://allrecipes.com/Recipe/6812/
150,White Bread For The Bread Machine,"White Bread for the bread machine. Plain, simple, gets the job done, and is good.","['1 cup warm water (110 degrees F/45 degrees C)', '3 tablespoons white sugar', '1 1/2 teaspoons salt', '3 tablespoons vegetable oil', '3 cups bread flour', '2 1/4 teaspoons active dry yeast']","['Place water, sugar, salt, oil, bread flour and yeast into pan of bread machine.', 'Bake on White Bread setting. Cool on wire racks before slicing.']",4.64,592,http://images.media-allrecipes.com/userphotos/560x315/30221.jpg,185,http://allrecipes.com/Recipe/6813/
151,Valentino's Pizza Crust,This is an excellent pizza crust recipe. I have found it is really good when baked on a pizza stone.,"['1 cup warm water (110 degrees F/45 degrees C)', '1 tablespoon white sugar', '2 1/4 teaspoons active dry yeast', '3 tablespoons olive oil', '1 teaspoon salt', '2 1/2 cups all-purpose flour']","['Stir water, sugar and yeast together until dissolved. Add the olive oil and the salt. Stir in the flour until well blended. Let dough rest for 10 minutes.', 'Pat dough into pan or on to a pizza stone using fingers dipped in olive oil. If desired sprinkle basil, thyme or other seasonings on crust. Top with your favorite pizza toppings and bake for 15 to 20 minutes in a preheated 425 degree oven.']",4.59,616,http://images.media-allrecipes.com/userphotos/250x250/209472.jpg,35,http://allrecipes.com/Recipe/6814/
152,Monkey Bread I,"Refrigerated biscuits with cinnamon bake in a tube pan. My 7 year old daughter, Leah, loves her Monkey Bread. Enjoy!","['3 (12 ounce) packages refrigerated biscuit dough', '1 cup white sugar', '2 teaspoons ground cinnamon', '1/2 cup margarine', '1 cup packed brown sugar', '1/2 cup chopped walnuts (optional)', '1/2 cup raisins']","['Preheat oven to 350 degrees F (175 degrees C). Grease one 9 or 10 inch tube/Bundt(R) pan.', 'Mix white sugar and cinnamon in a plastic bag. Cut biscuits into quarters. Shake 6 to 8 biscuit pieces in the sugar cinnamon mix. Arrange pieces in the bottom of the prepared pan. Continue until all biscuits are coated and placed in pan. If using nuts and raisins, arrange them in and among the biscuit pieces as you go along.', 'In a small saucepan, melt the margarine with the brown sugar over medium heat. Boil for 1 minute. Pour over the biscuits.', 'Bake at 350 degrees F (175 degrees C) for 35 minutes. Let bread cool in pan for 10 minutes, then turn out onto a plate. Do not cut! The bread just pulls apart.']",4.73,1434,http://images.media-allrecipes.com/userphotos/560x315/546316.jpg,60,http://allrecipes.com/Recipe/6815/
153,Italian Bread II,A simple crusty Italian style loaf bread.,"['3 cups unbleached all-purpose flour', '1 tablespoon brown sugar', '1 1/2 teaspoons salt', '1 1/8 cups warm water (110 degrees F/45 degrees C)', '1 1/2 tablespoons olive oil', '1 1/2 teaspoons active dry yeast', '1 egg', '1 tablespoon water', '1 tablespoon sesame seeds', '1 tablespoon cornmeal']","['Add all ingredients except egg, 1 tablespoon water, sesame seeds, and cornmeal into your bread machine in the order suggested by the manufacturer. Select the dough cycle.', 'Divide dough into 2 parts and form into loaves. Sprinkle cornmeal on greased baking sheet. Place loaves on pan seam side down. Brush top of loaves with water. Let rise til double, about 50 minutes.', 'Preheat oven to 375 degrees F (190 degrees C).', 'Brush loaves with egg wash. Sprinkle with sesame seeds. Make 4 cuts about 1/4 inch deep across top of log. Place a pan of hot water in bottom of oven. Bake bread for 25 to 30 minutes or until golden. To make a nice crusty bread, bake bread in the afternoon and pop into oven again for 5 minutes before meal. Makes a very crusty bread! You would be surprised how much better it is if you heat it that last 5 minutes. Try it. I learned this in a bread machine class!']",4.51,84,http://images.media-allrecipes.com/userphotos/250x250/39760.jpg,160,http://allrecipes.com/Recipe/6816/
154,New York Rye Bread,A nice traditional New York Rye bread made much easier by using the bread machine.,"['1 1/8 cups warm water', '1 1/3 tablespoons vegetable oil', '2 tablespoons honey', '1 teaspoon salt', '2 2/3 teaspoons caraway seed', '1 1/3 cups rye flour', '2 1/3 cups bread flour', '1/4 cup vital wheat gluten', '1/4 cup dry milk powder', '2 1/2 teaspoons active dry yeast']","[""Place all ingredients in to your bread machine in the order specified by your machine's manual. Set the cycle to Basic or White.""]",4.13,41,http://images.media-allrecipes.com/userphotos/250x250/126741.jpg,185,http://allrecipes.com/Recipe/6817/
155,Sweet Honey French Bread,"This is a French bread that has a light, crispy crunch, and a sweet flavor!  I like to drizzle honey over the bread while it is baking.  Mmmmm. Yummy!","['3/4 cup water', '2 teaspoons honey', '2 teaspoons olive oil', '2/3 teaspoon salt', '2/3 teaspoon white sugar', '2 cups bread flour', '1 1/2 teaspoons active dry yeast', '1 tablespoon honey (optional)']","['Add to your bread machine per manufacturer instructions. While bread is baking, drizzle with honey if desired.']",4.45,128,http://images.media-allrecipes.com/userphotos/250x250/344370.jpg,185,http://allrecipes.com/Recipe/6818/
156,Pineapple Tangerine Bread,Take advantage of tangerines when they are in season with this easy to make this fruity bread.,"['1 (20 ounce) can crushed pineapple with juice', '1 egg', '1/3 cup butter, melted', '2 teaspoons grated tangerine zest', '2 1/2 cups all-purpose flour', '3/4 cup white sugar', '3/4 cup wheat germ', '3 teaspoons baking powder', '1 teaspoon salt', '1/2 teaspoon baking soda']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5 inch loaf pan. Drain pineapple well, pressing out excess syrup with back of spoon. Reserve 3/4 cup of the syrup.', 'In a medium bowl, combine pineapple, reserved syrup, egg, butter and grated tangerine zest. Set aside.', 'In a large bowl, combine flour, sugar, wheat germ, baking powder, salt and baking soda. Make a well in the center, and pour in pineapple mixture. Stir just until blended. Pour batter into greased 9 x 5 inch loaf pan.', 'Bake for 60 to 70 minutes, or until a toothpick inserted into the center comes out clean. Cool in pan 15 minutes. Remove from pan; cool completely on wire rack.']",3.71,7,http://images.media-allrecipes.com/userphotos/560x315/2615798.jpg,90,http://allrecipes.com/Recipe/6819/
157,Downeast Maine Pumpkin Bread,"This is a great old Maine recipe, moist and spicy. The bread actually tastes even better the day after it is baked. Great for holiday gift giving!","['1 (15 ounce) can pumpkin puree', '4 eggs', '1 cup vegetable oil', '2/3 cup water', '3 cups white sugar', '3 1/2 cups all-purpose flour', '2 teaspoons baking soda', '1 1/2 teaspoons salt', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg', '1/2 teaspoon ground cloves', '1/4 teaspoon ground ginger']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 7x3 inch loaf pans.', 'In a large bowl, mix together pumpkin puree, eggs, oil, water and sugar until well blended. In a separate bowl, whisk together the flour, baking soda, salt, cinnamon, nutmeg, cloves and ginger. Stir the dry ingredients into the pumpkin mixture until just blended. Pour into the prepared pans.', 'Bake for about 50 minutes in the preheated oven. Loaves are done when toothpick inserted in center comes out clean.']",4.81,6700,http://images.media-allrecipes.com/userphotos/560x315/4009092.jpg,65,http://allrecipes.com/Recipe/6820/
158,Peppy's Pita Bread,It's easy to make homemade pita-style bread in your own oven using this easy-to-follow recipe.,"['1 1/8 cups warm water (110 degrees F/45 degrees C)', '3 cups all-purpose flour', '1 teaspoon salt', '1 tablespoon vegetable oil', '1 1/2 teaspoons white sugar', '1 1/2 teaspoons active dry yeast']","['Place all ingredients in bread pan of your bread machine, select Dough setting and start. When dough has risen long enough, machine will beep.', 'Turn dough onto a lightly floured surface. Gently roll and stretch dough into a 12 inch rope. With a sharp knife, divide dough into 8 pieces. Roll each into a smooth ball. With a rolling pin, roll each ball into a 6 to 7 inch circle. Set aside on a lightly floured countertop. cover with a towel. Let pitas rise about 30 minutes until slightly puffy.', 'Preheat oven to 500 degrees F (260 degrees C). Place 2 or 3 pitas on a wire cake rack. Place cake rack directly on oven rack. Bake pitas 4 to 5 minutes until puffed and tops begin to brown. Remove from oven and immediately place pitas in a sealed brown paper bag or cover them with a damp kitchen towel until soft. Once pitas a softened, either cut in half or split top edge for half or whole pitas. They can be stored in a plastic bag in the refrigerator for several days or in the freezer for 1 or 2 months.']",4.67,686,http://images.media-allrecipes.com/userphotos/560x315/839535.jpg,200,http://allrecipes.com/Recipe/6821/
159,Pineapple Zucchini Bread,Quick bread recipe.,"['1 cup packed brown sugar', '1/2 cup margarine, softened', '1 cup grated zucchini', '1 (8 ounce) can crushed pineapple with juice', '2 eggs', '2 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1/4 teaspoon salt', '1/4 teaspoon ground allspice', '1/2 cup chopped walnuts', ""1/2 cup confectioners' sugar"", '1 teaspoon corn syrup', '1/4 teaspoon ground cinnamon']","['Heat oven to 350 degrees F (175 degrees C). Grease and flour bottom only of a 9x5 inch loaf pan.', 'In large bowl, cream brown sugar and margarine until light and fluffy. Reserve 1 tablespoon pineapple juice. Stir in pineapple, zucchini, and eggs. Add flour, baking soda, cinnamon, salt, and allspice; blend well. Fold in nuts. Spread evenly in prepared pan.', 'Bake for 60 to 70 minutes, or until toothpick inserted in center comes out clean. Cool 10 minutes, and then remove from pan.', ""To Make Glaze: Combine confectioners' sugar, reserved pineapple juice, corn syrup and 1/4 teaspoon ground cinnamon. Mix until smooth, and spoon over warm loaf. Cool completely on wire rack. Wrap and store in refrigerator.""]",4.57,72,http://images.media-allrecipes.com/userphotos/250x250/706767.jpg,90,http://allrecipes.com/Recipe/6822/
160,Walnut Raisin Scones,"A good choice for breakfast, brunch or tea.  Contain little sugar because sweetness comes from the raisins. Walnuts and lemon rind provide crunchiness and tang.   Wonderful served warm and spread with butter and honey or jam.","['2 cups all-purpose flour', '2 tablespoons white sugar', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1 tablespoon grated lemon zest', '1/2 cup butter, cubed', '3/4 cup chopped walnuts', '1/2 cup raisins', '3/4 cup buttermilk', '2 tablespoons buttermilk', '2 tablespoons white sugar', '2 tablespoons chopped walnuts']","['In a large bowl combine flour, sugar, baking powder, baking soda, salt and lemon peel.', 'With a pastry blender or 2 knives, cut in butter until mixture resembles coarse meal. Mix in all but 2 tablespoons of the nuts and the raisins. Mix in buttermilk with fork.', 'Gather the dough into a ball and knead for about 2 minutes on lightly floured board.', ""Roll or pat out 3/4 inch thick. With a chef's knife cut into 3 inch triangles. Place, spaced 1inch apart, on a greased baking sheet. Brush tops with remaining 1 tablespoon buttermilk; sprinkle with the remaining sugar and the nuts."", 'Bake in center of 425 degree F (220 degrees C) oven about 15 minutes or until nicely browned. Serve warm with butter or jam.']",4.65,62,http://images.media-allrecipes.com/userphotos/250x250/443845.jpg,30,http://allrecipes.com/Recipe/6823/
161,Pumpkin Nut Muffins,"Delicious for breakfast, these muffins are also good with lunch or  your afternoon coffee break.","['2 cups sifted all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground nutmeg', '1/4 teaspoon ground ginger', '2 eggs', '1/3 cup buttermilk', '1/3 cup butter, melted', '1 tablespoon molasses', '1/2 teaspoon vanilla extract', '1 cup white sugar', '1 cup canned pumpkin', '1/2 cup chopped pecans']","['Preheat the oven to 350 degrees F (175 degrees C). Grease 24 muffin-pan cups, 2 1/4 inches in diameter.', 'Sift together the flour, baking soda, baking powder, cinnamon, nutmeg and ginger onto wax paper.', 'Beat together the eggs, buttermilk, melted butter, molasses, vanilla, sugar and pumpkin in a large bowl. Stir in the dry ingredients, all at once, just until moistened. Fold in the nuts. Spoon into the prepared muffin-pan cups, filling almost to the top.', 'Bake for 20 to 25 minutes or until a wooden pick inserted in the centers comes out clean. Remove the muffins from the cups and cool on wire racks. Serve warm.']",4.51,52,http://images.media-allrecipes.com/userphotos/250x250/338436.jpg,40,http://allrecipes.com/Recipe/6824/
162,Orange Muffins,This old Mennonite recipe uses orange juice and orange zest to give the orange muffins unbelievably orange flavor.,"['2 cups all-purpose flour', '2 teaspoons baking powder', '1/4 teaspoon baking soda', '1 teaspoon salt', '1/2 cup white sugar', '1 tablespoon grated orange zest', '2/3 cup orange juice', '1/2 cup melted butter', '2 eggs', '1/2 cup ground walnuts (optional)', '1 tablespoon melted butter', '1/4 cup packed brown sugar', '1/2 teaspoon ground cinnamon']","['Combine flour, baking powder, baking soda, salt, white sugar and grated orange peel. Stir in orange juice, 1/2 cup melted butter, eggs and chopped nuts.', 'Pour into 12 muffin cups.', 'Blend 1 tablespoon melted margarine, 1/4 cup brown sugar, 1/2 teaspoon cinnamon and sprinkle on top of each muffin. Bake in a preheated 350 degrees F (175 degrees C) oven for 20-25 minutes. Serve hot.']",4.23,129,http://images.media-allrecipes.com/userphotos/560x315/4435065.jpg,40,http://allrecipes.com/Recipe/6825/
163,Yogurt Cornbread,Cornmeal and whole kernel corn color this loaf a golden color. Yogurt  lends it a delightfully sour tang.,"['3/4 cup plain yogurt', '1/3 cup water', '1 tablespoon margarine', '2 1/2 cups bread flour', '3/4 cup cornmeal', '3/4 cup canned whole kernel corn, well drained', '2 teaspoons white sugar', '1 teaspoon onion powder', '3/4 teaspoon salt', '1 teaspoon active dry yeast']",['Place all ingredients in the bread machine in the order suggested by the manufacturer. Select the basic white bread cycle or the whole grain cycle.'],3.91,10,http://images.media-allrecipes.com/userphotos/250x250/321251.jpg,185,http://allrecipes.com/Recipe/6826/
164,Bagels I,Chewy and delicious.,"['4 1/2 cups all-purpose flour', '3 tablespoons white sugar', '1 1/2 teaspoons salt', '1 (.25 ounce) package active dry yeast', '1 2/3 cups warm water', '2 tablespoons margarine', '1 tablespoon white sugar', '2 teaspoons salt']","['Mix together the unsifted flour, 3 tablespoons sugar, 1-1/2 teaspoons salt, yeast, water, and butter in the bread machine on the manual setting.', 'OR, mix 1-1/2 cup flour, 3 tablespoons sugar, 1-1/2 teaspoons salt, and yeast. Heat water and butter to 120-130 degrees F. Add water to dry ingredients; beat 2 minutes at medium speed on mixer. Add 1/2 cup flour, beat at high speed 2 minutes. Stir in more flour to make a stiff dough. Knead 8-10 minutes. Cover and let rise. Punch down. Cover; let rest 15 minutes.', 'Remove from bread machine.', 'Divide dough into 12 pieces; shape 3 pieces into smooth balls. Poke a 1 inch hole in each. Drop bagels into a large skillet with 1 inch water (simmering) with 1 tablespoon sugar and 2 teaspoons salt in the water. Cook on medium low heat for 3 minutes, turn and cook 2 minutes; turn again, cook 1 minute more. Drain on towels. Repeat for rest of dough. Place on greased cookie sheet.', 'Bake at 375 degrees F (190 degrees C) for 20-25 minutes. Remove from sheets and cool. If desired, before baking, mix 1 egg white and 1 tablespoon water, brush on bagels, and sprinkle with sesame, poppy, or caraway seeds.']",4.47,125,http://images.media-allrecipes.com/userphotos/250x250/148392.jpg,175,http://allrecipes.com/Recipe/6828/
165,Tortillas I,"To Latinos everywhere, these are not only our bread but usually our utensil at mealtime as well! Some like big and thin, some like them small and fat, depending on the region of the country you're from and the way your grandmother made them!","['5 cups all-purpose flour', '2 tablespoons shortening', '2 teaspoons baking powder', '1/4 teaspoon salt', '1 1/2 cups boiling water']","['Mix together the flour, baking powder, and salt in large bowl. Cut in shortening to resemble cornmeal. Add water slowly, mixing with your hands to make a soft dough. You may not need all the water.', 'Knead a few minutes on floured surface until smooth and elastic. Lubricate top with oil, put back in bowl and let rest, covered for 10 minutes.', 'Divide into small balls the size of golf balls and proceed to roll out into size and thickness you prefer.', 'Cook on top of stove over medium heat using a cast iron grill or heavy skillet until top is slightly bubbly then turning on opposite side for a minute or two.', 'Keep stacked and warm inside a clean dish towel.']",4.21,248,http://images.media-allrecipes.com/userphotos/250x250/64724.jpg,45,http://allrecipes.com/Recipe/6829/
166,Whole Wheat Banana Strawberry Loaf,This is a recipe my whole family loves. It's a great breakfast bread. Enjoy!,"['2 cups whole wheat flour', '1 teaspoon baking soda', '2 eggs', '5/8 cup vegetable oil, divided', '1 1/2 cups white sugar', '3 bananas, mashed', '1 cup chopped strawberries', '1 pinch ground cinnamon']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour loaf pan.', 'In a large bowl combine flour, baking soda and cinnamon. Set aside.', 'In a medium bowl blend together with an electric mixer the oil, sugar, eggs and banana until well combined.', 'Add banana mix to the flour mix. Add the strawberries. Mix with a spoon until combined. Do not overmix.', 'Pour the mix into the loaf pan and bake at 350 degrees F (175 degrees C) for 1 hour and 15 minutes or until a toothpick inserted in the center comes out clean and the loaf is well browned. Note: Blueberries or chocolate chips are great in place of the strawberries.']",4.16,47,http://images.media-allrecipes.com/userphotos/560x315/4467807.jpg,90,http://allrecipes.com/Recipe/6830/
167,Cheddar Muffins,"Interesting combination of ingredients make it an ideal accompaniment to home-made soup, stew or light salad luncheon.  Also school lunchboxes or brown-bagger's lunch.","['2 cups all-purpose flour', '3 1/2 teaspoons baking powder', '1 teaspoon salt', '1 teaspoon paprika', '1/4 cup butter', '1 egg', '1 cup milk', '1 cup shredded Cheddar cheese', '2/3 cup raisins']","['Sift flour with baking powder, salt, and paprika. Cut in butter finely. Stir in remaining ingredients just until dry ingredients are moistened.', 'Spoon into well-greased muffin pans. Bake in a preheated 425 degree F (220 degrees C) oven for 25 minutes.']",3.64,24,http://images.media-allrecipes.com/userphotos/560x315/2538952.jpg,40,http://allrecipes.com/Recipe/6827/
168,Burger or Hot Dog Buns,This recipe can be used to make either hamburger buns or hot dog buns. My husband says they are 'top of the line.' Nice and soft.,"['1 cup milk', '1/2 cup water', '1/4 cup butter', '4 1/2 cups all-purpose flour', '1 (.25 ounce) package instant yeast', '2 tablespoons white sugar', '1 1/2 teaspoons salt', '1 egg']","['In a small saucepan, heat milk, water and butter until very warm, 120 degrees F (50 degrees C).', 'In a large bowl, mix together 1 3/4 cup flour, yeast, sugar and salt. Mix milk mixture into flour mixture, and then mix in egg. Stir in the remaining flour, 1/2 cup at a time, beating well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface, and knead until smooth and elastic, about 8 minutes.', 'Divide dough into 12 equal pieces. Shape into smooth balls, and place on a greased baking sheet. Flatten slightly. Cover, and let rise for 30 to 35 minutes.', 'Bake at 400 degrees F (200 degrees C) for 10 to 12 minutes, or until golden brown.', 'For Hot Dog Buns: Shape each piece into a 6x4 inch rectangle. Starting with the longer side, roll up tightly, and pinch edges and ends to seal. Let rise about 20 to 25 minutes. Bake as above. These buns are pretty big. I usually make 16 instead of 12.']",4.51,755,http://images.media-allrecipes.com/userphotos/560x315/1106883.jpg,90,http://allrecipes.com/Recipe/6833/
169,Buttermilk White Bread,This a great white bread recipe for your bread machine.  The use of dried buttermilk powder allows the use of the delayed timer feature of your bread machine.  Wake up to fresh bread!,"['1 1/8 cups water', '3 tablespoons honey', '1 tablespoon margarine', '1 1/2 teaspoons salt', '3 cups bread flour', '2 teaspoons active dry yeast', '4 tablespoons powdered buttermilk']","['Add ingredients to bread machine pan in order recommended by your manufacturer. Use medium crust and white bread settings. I use less yeast during hot, humid summer months.']",4.5,20,http://images.media-allrecipes.com/userphotos/560x315/3117752.jpg,185,http://allrecipes.com/Recipe/6831/
170,Carolyn's Orange Rolls,"Orange rolls - very soft white flour dough with grated orange rind, butter and sugar filling.  Excellent recipe for parties, always a crowd pleaser!","['3 tablespoons active dry yeast', '2/3 cup warm water (110 degrees F/45 degrees C)', '1 cup butter, diced', '1/2 cup white sugar', '2 teaspoons salt', '2 cups scalded milk', '2 egg, lightly beaten', '6 cups all-purpose flour', '14 tablespoons butter, softened', '1 cup white sugar', '3 tablespoons grated orange zest']","['In a small bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes. Combine the diced butter, 1/2 cup sugar, and salt in a large bowl. Stir in the hot milk, and mix to dissolve the butter. Let stand until lukewarm.', 'Mix the yeast, eggs, and flour into the milk mixture to form a sticky dough. Lightly oil a large bowl, place the dough in the bowl and turn to coat with oil. Cover with a damp cloth, and let rise in the refrigerator for 8 hours or overnight.', 'Remove dough from the refrigerator 2 to 2 1/2 hours before baking. Divide the dough into halves. Roll each half out on a lightly floured surface to 1/4 inch thick rectangle.', 'Mix the softened butter, one cup sugar, and orange peel in a bowl. Spread over the dough. Roll up the dough along the long edge. Cut the rolls into one inch slices with dental floss. Place in greased muffin cups. Let rise until doubled in bulk.', 'Bake in a preheated 400 degree F (205 degree C) oven for 10 to 15 minutes, or until golden brown.']",4.53,64,http://images.media-allrecipes.com/userphotos/250x250/36374.jpg,845,http://allrecipes.com/Recipe/6832/
171,Orange Juice Muffins with Honey Spread,If you never lose another recipe don't lose this one. These muffins are awesome with the honey spread.,"['2 cups buttermilk baking mix', '2 tablespoons white sugar', '1 egg', '1 teaspoon orange zest', '2/3 cup orange juice', '2 tablespoons white sugar', '1 teaspoon ground cinnamon', '1/2 cup margarine', '1/2 cup honey']","['Preheat oven to 400 degrees F (205 degrees C). Grease bottoms only of 12 medium muffin cups.', 'Mix baking mix, 2 tablespoons sugar, the egg, orange peel, and orange juice. Beat vigorously for 30 seconds.', 'Fill muffin cups about 2/3 full. Mix 2 tablespoons sugar and cinnamon and sprinkle each muffin with about 1/2 teaspoon of sugar mixture. Bake 15 minutes. Serve with honey spread.', 'To Make Honey Spread: Beat 1/2 cup margarine and 1/2 cup honey until fluffy.']",3.33,11,http://images.media-allrecipes.com/userphotos/560x315/599996.jpg,30,http://allrecipes.com/Recipe/6834/
172,Seminole Pumpkin Bread,A tasty pumpkin treat.,"['1 (15 ounce) can pumpkin puree', '4 cups all-purpose flour', '4 teaspoons baking powder', '1 teaspoon baking soda', '1/2 cup white sugar', '1 cup water', '1 quart vegetable oil for frying', '1 tablespoon white sugar']","['Cook, peel and mash the sugar pumpkin.', 'Sift flour, baking powder and baking soda together. Gradually add pumpkin, sugar and water to make a soft dough.', 'When it just holds together, knead several minutes. Divide dough into 4 - 6 equal parts. Knead each portion again several minutes or until it becomes a soft, smooth ball. Roll out each portion 1/4 inch thick. Another method is to pinch off small pieces of dough and form into individual cakes 2 - 3 inch across.', 'In a large iron skillet, fry in very hot vegetable oil (about 1inch in depth) until brown on one side. Flip over and brown other side. The bread will puff up and get crisp and chewy. Sprinkle with granulated sugar.']",2.75,4,http://images.media-allrecipes.com/userphotos/250x250/688948.jpg,50,http://allrecipes.com/Recipe/6835/
